BusinessName,AddressLine2,AddressLine3,PostCode,Longitude,Latitude,Cost,Quality,Food Type 1,Food Type 2,Food Type 3
Elia,24 George Square,Glasgow,G2 1EG,-4.251756,55.861524,,,,,
Elior UK,33 Beardmore Way,Glasgow,G31 4BG,-4.209588,55.856276,,,,,
Emilia Cafe,86 Elderslie Street,Glasgow,G3 7AL,-4.275325,55.86393,,,,,
Enjoy Cafe,393 Great Western Road,Glasgow,G4 9HY,-4.277598,55.873819,,,,,
Epicures,159 Hyndland Road,Glasgow,G12 9JA,-4.305944,55.876832,,,,,
Esca - E2,27 Chisholm Street,Glasgow,G1 5HA,-4.245203,55.85653,,,,,
Esure,19 Cadogan Street,Glasgow,G2 6QQ,-4.261887,55.859594,,,,,
Euphorium,23 Byres Road,Glasgow,G11 5RD,-4.299312,55.870926,,,,,
Fanellis,71 Albion Street,Glasgow,G1 1NY,-4.243579,55.858573,,,,,
Fanny Trollops,1066 Argyle Street,Glasgow,G3 8LY,-4.283491,55.864741,,,,,
Favourite Cafe,1078 Shettleston Road,Glasgow,G32 7PW,-4.169985,55.851544,,,,,
Fazzi,65 Cambridge Street,Glasgow,G3 6QX,-4.260107,55.866359,,,,,
Felix And Oscar,459 Great Western Road,Glasgow,G12 8HH,-4.280988,55.874934,,,,,
Fifi And Ally,48 Buchanan Street,Glasgow,G1 3JN,-4.253456,55.859156,,,,,
Finnieston,1125 Argyle Street,Glasgow,G3 8ND,-4.283834,55.86433,,,,,
Fit Food Bistro,50 Couper Street,Glasgow,G4 0EA,-4.241922,55.868642,,,,,
Flavour Glasgow,11 Kennedy Path,Glasgow,G4 0PP,-4.243187,55.866462,,,,,
Flourish House,25 Ashley Street,Glasgow,G3 6DR,-4.272957,55.869357,,,,,
Food Fillas,243 Ingram Street,Glasgow,G1 1DA,-4.250967,55.859768,,,,,
Food To Go/Food For Thought,65 Hillhead Street,Glasgow,G12 8QF,-4.288254,55.873172,,,,,
Forbidden,96 Maxwell Street,Glasgow,G1 4AU,-4.255036,55.85635,,,,,
Forfar Avenue Care Home,60 Forfar Avenue,Glasgow,G52 3JF,-4.353857,55.843785,,,,,
Frankie And Benny's,705 Provan Walk,Glasgow,G34 9DY,-4.138074,55.871218,,,,,
Frankie And Benny's,5 Springfield Quay,Glasgow,G5 8NP,-4.274804,55.855303,,,,,
Frankie and Benny's,763 Barrhead Road,Glasgow,G53 6AG,-4.342073,55.822898,,,,,
Fratelli Sarti,42 Renfield Street,Glasgow,G2 1NF,-4.255482,55.862669,,,,,
Friends Chinese Cafe,273 High Street,Glasgow,G4 0QS,-4.23876,55.860907,,,,,
Frosoulla's,39 Sinclair Drive,Glasgow,G42 9PR,-4.266867,55.826564,,,,,
G and A McHarg Bakers,1493 Paisley Road West,Glasgow,G52 1SH,-4.332153,55.846275,,,,,
Gamba,225 West George Street,Glasgow,G2 4TY,-4.260929,55.862632,,,,,
Gambrino Pizzeria,327 Great Western Road,Glasgow,G4 9HS,-4.276506,55.873471,,,,,
Gandolfi Fish,86 Albion Street,Glasgow,G1 1NY,-4.243579,55.858573,,,,,
Gaynor's Cafe,80 Langlands Road,Glasgow,G51 3BQ,-4.315544,55.86273,,,,,
Gennaro's Fish and Chips Cafe,1556 Great Western Road,Glasgow,G13 1HJ,-4.322328,55.889358,,,,,
Georgie Porgies,195 Brand Street,Glasgow,G51 1AB,-4.298197,55.853421,,,,,
Glasvagas,111 Nelson Street,Glasgow,G5 8DZ,-4.262314,55.852918,,,,,
Go Slow Cafe,452 Victoria Road,Glasgow,G42 8YU,-4.265402,55.835973,,,,,
Golden Phoenix,631 Pollokshaws Road,Glasgow,G41 2QG,-4.268612,55.837343,,,,,
Good Luck Kid,120 Carstairs Street,Glasgow,G40 4JD,-4.221939,55.839202,,,,,
Grace And Flavour,24 Daisy Street,Glasgow,G42 8JL,-4.258728,55.836006,,,,,
Grand Ole Opry,4 Govan Road,Glasgow,G51 1HS,-4.279178,55.854143,,,,,
Granny Bells (Rachels),1320 Shettleston Road,Glasgow,G32 7YS,-4.163439,55.851344,,,,,
Great Clydesdale Food Co @ Film City,401 Govan Road,Glasgow,G51 2QJ,-4.300017,55.856631,,,,,
Green Chilli Cafe,1293 Argyle Street,Glasgow,G3 8TL,-4.290304,55.866438,,,,,
Green City Canteen,23 Fleming Street,Glasgow,G31 1PQ,-4.207895,55.85769,,,,,
Grosvenor Cinema (Grosvenor Cafe),36 Ashton Lane,Glasgow,G12 8SJ,-4.292992,55.87463,,,,,
Guido's Fast Foods,74 Coustonholm Road,Glasgow,G43 1TZ,-4.286365,55.825519,,,,,
Gusto and Relish,729 Pollokshaws Road,Glasgow,G41 2AA,-4.270716,55.835902,,,,,
Handmade Burger Co,763 Barrhead Road,Glasgow,G53 6AG,-4.342073,55.822898,,,,,
Hard Rock Cafe (Glasgow),179 Buchanan Street,Glasgow,G1 2JZ,-4.253564,55.862947,,,,,
Harry Ramsdens,251 Paisley Road,Glasgow,G5 8RA,-4.272067,55.853574,,,,,
Hasta Manana,111 Gorbals Street,Glasgow,G5 9DW,-4.25294,55.851337,,,,,
Haze Lounge,625 Great Western Road,Glasgow,G12 8RE,-4.286737,55.876733,,,,,
Healy's,80 Mitchell Street,Glasgow,G1 3NA,-4.255247,55.859995,,,,,
Heera Indian Restaurant,15 Kent Road,Glasgow,G3 7EH,-4.271744,55.864464,,,,,
Henley's Byre,43 Byres Road,Glasgow,G11 5RG,-4.298699,55.871387,,,,,
Hillhead Book Club,17 Vinicombe Street,Glasgow,G12 8BE,-4.290655,55.877298,,,,,
Ho Wah,95 Kilmarnock Road,Glasgow,,-4.28372544,55.82835009,,,,,
Ho Wong Restaurant,82 York Street,Glasgow,G2 8LE,-4.262318,55.858481,,,,,
Hong Kong Express,437 Sauchiehall Street,Glasgow,G2 3LG,-4.269064,55.865924,,,,,
Ho's Chinese Restaurant,16 Kings Place,Glasgow,G22 6LL,-4.260762,55.892743,,,,,
Host Contract Management,21 Tyndrum Street,Glasgow,G4 0JY,-4.251831,55.869458,,,,,
Hot Flame World Buffet,500 Corselet Road,Glasgow,G53 7RN,-4.35056,55.805839,,,,,
Hot Masala,123 Old Castle Road,Glasgow,G44 5TJ,-4.257262,55.814841,,,,,
House For An Art Lover,10 Dumbreck Road,Glasgow,G41 5BW,-4.313765,55.847332,,,,,
Hugh's,21 Buchanan Street,Glasgow,G1 3HL,-4.254903,55.859309,,,,,
Hummingbird,186 Bath Street,Glasgow,G2 4HG,-4.262878,55.864807,,,,,
Hundred And Nine,109 Bell Street,Glasgow,G4 0TQ,-4.242103,55.857638,,,,,
I Cafe,215 Great Western Road,Glasgow,G4 9EB,-4.273215,55.872417,,,,,
I Cafe,250 Woodlands Road,Glasgow,G3 6ND,-4.277107,55.871447,,,,,
I Chai,1015 Crow Road,Glasgow,G13 1JP,-4.32204,55.893903,,,,,
Ichiban,50 Queen Street,Glasgow,G1 3DS,-4.251673,55.859261,,,,,
Ichiban Noodle Cafe,184 Dumbarton Road,Glasgow,G11 6UN,-4.301203,55.871016,,,,,
Ikafe,138 Nithsdale Road,Glasgow,G41 5RB,-4.275057,55.83913,,,,,
Il Dente,118 Stockwell Street,Glasgow,G1 4LW,-4.250571,55.855128,,,,,
Il Pavone,48 Buchanan Street,Glasgow,G1 3JN,-4.253456,55.859156,,,,,
In House Cafe,36 Washington Street,Glasgow,G3 8AZ,-4.26918,55.858328,,,,,
India Quay,181 Finnieston Street,Glasgow,G3 8HE,-4.281259,55.858014,,,,,
Indian Cottage,42 Albion Street,Glasgow,G1 1LH,-4.244412,55.857775,,,,,
Indian Cottage,120 Dumbarton Road,Glasgow,G11 6NY,-4.298685,55.870596,,,,,
Indian Gallery,450 Sauchiehall Street,Glasgow,G2 3JD,-4.26621,55.86604,,,,,
Indian Ocean,2 Balornock Road,Glasgow,G21 3UH,-4.217832,55.889057,,,,,
Indian Orchard Restaurant,315 Dumbarton Road,Glasgow,G11 6AL,-4.306264,55.870643,,,,,
Ingram Wynd,58 Ingram Street,Glasgow,G1 1EX,-4.243602,55.859525,,,,,
Inn Deep,445 Great Western Road,Glasgow,G12 8HH,-4.280988,55.874934,,,,,
Italian Bistro,1051 Great Western Road,Glasgow,G12 0XP,-4.310922,55.884459,,,,,
Italian Kitchen,64 Ingram Street,Glasgow,G1 1EX,-4.243602,55.859525,,,,,
Ivory Hotel,4 Camphill Avenue,Glasgow,G41 3AY,-4.274163,55.82819,,,,,
Jack McPhee,261 Hope Street,Glasgow,G2 3PS,-4.257408,55.865024,,,,,
Jacker De Viande,111 West Regent Street,Glasgow,G2 2RU,-4.259735,55.863265,,,,,
Jaconelli's Cafe,570 Maryhill Road,Glasgow,G20 7EE,-4.272905,55.880512,,,,,
Jamie T's Coffee House,465 Clarkston Road,Glasgow,G44 3LW,-4.270929,55.8097,,,,,
Jamie's Italian,1 George Square,Glasgow,G2 1DY,-4.250847,55.860453,,,,,
Java Cafe,130 Rottenrow,Glasgow,G4 0GE,-4.243053,55.862474,,,,,
Jaybe's Bar-B-Que Co,585 Duke Street,Glasgow,G31 1PY,-4.215778,55.858636,,,,,
Jellyhill,195 Hyndland Road,Glasgow,G12 9HT,-4.305528,55.876022,,,,,
Jewson Cafe,85 David Street,Glasgow,G40 2UH,-4.217727,55.852463,,,,,
JJ Diner,1353 Dumbarton Road,Glasgow,G14 9UZ,-4.343177,55.875742,,,,,
Jules,328 Argyle Street,Glasgow,G2 8LY,-4.261711,55.859031,,,,,
Juliane,117 Moss Side Road,Glasgow,G41 3UP,-4.285862,55.832467,,,,,
Jurassic Jungle,29 Saracen Street,Glasgow,G22 5HT,-4.25528,55.879308,,,,,
K Street Cafe,1 Kay Street,Glasgow,G21 1JY,-4.230098,55.884036,,,,,
K V T A Bath Street,104 Bath Street,Glasgow,G2 2EN,-4.258163,55.864264,,,,,
Ka Ka Lok,175 St Georges Road,Glasgow,G3 6JD,-4.269402,55.869792,,,,,
Kabana Restaurant,64 Seaward Street,Glasgow,G41 1HL,-4.277816,55.852982,,,,,
Kama Sutra Restaurant,331 Sauchiehall Street,Glasgow,G2 3HW,-4.265169,55.865457,,,,,
Kandy Krunch,54 Calton Entry,Glasgow,G40 2SB,-4.236991,55.854603,,,,,
Kebabish Grill,323 Victoria Road,Glasgow,G42 7SA,-4.263854,55.838186,,,,,
Kember And Jones,134 Byres Road,Glasgow,G12 8TD,-4.295156,55.873646,,,,,
Kenburn Social Club,43 Vulcan Street,Glasgow,G21 4BP,-4.232732,55.881185,,,,,
Kennishead Tenants Hall,10 Kennishead Avenue,Glasgow,G46 8RA,-4.323675,55.813163,,,,,
Kentucky Fried Chicken,20 Cuthbertson Street,Glasgow,G42 7RJ,-4.265492,55.839171,,,,,
Kentucky Fried Chicken,5 Darnley Mains Road,Glasgow,G53 7RH,-4.340714,55.805056,,,,,
Kentucky Fried Chicken,178 Argyle Street,Glasgow,G2 8BT,-4.256303,55.858645,,,,,
Ketchup / Radio / Nude,46 Ashton Lane,Glasgow,G12 8SJ,-4.292992,55.87463,,,,,
KFC,10 Westhorn Drive,Glasgow,G32 8YX,-4.169764,55.835838,,,,,
KFC,382 Helen Street,Glasgow,G51 3AD,-4.319128,55.853684,,,,,
KFC (Great Britain) Ltd,981 Gallowgate,Glasgow,G31 4BW,-4.212689,55.85489,,,,,
Khublai Khan,26 Candleriggs,Glasgow,G1 1LD,-4.245418,55.857757,,,,,
Kimbles,55 St Enoch Square,Glasgow,G1 4BW,-4.254458,55.857412,,,,,
Kings,64 Renfield Street,Glasgow,G2 1NQ,-4.255608,55.863475,,,,,
King's Lodge,91 Union Street,Glasgow,G1 3TA,-4.257374,55.860297,,,,,
King's Theatre,297 Bath Street,Glasgow,G2 4JN,-4.268745,55.865112,,,,,
Kinning Perk,8 Harvie Street,Glasgow,G51 1BW,-4.289387,55.852767,,,,,
Kirstie Birr,22 Parkbrae Avenue,Glasgow,G20 9PH,-4.265767,55.889712,,,,,
Knife And Fork Cafe,460 Duke Street,Glasgow,G31 1QN,-4.215535,55.85829,,,,,
Koh I Noor,225 North Street,Glasgow,G3 7DL,-4.272258,55.866153,,,,,
Konaki,922 Sauchiehall Street,Glasgow,G3 7TF,-4.284479,55.865774,,,,,
Kool Ba,109 Candleriggs,Glasgow,G1 1NP,-4.2458,55.858838,,,,,
Kushion,158 Bath Street,Glasgow,G2 4TB,-4.260932,55.864609,,,,,
La Bodega,1120 South Street,Glasgow,G14 0AP,-4.354441,55.876947,,,,,
La Catering (The Pod),1 Lonmay Road,Glasgow,G33 4EL,-4.145026,55.865687,,,,,
La Famiglia,109 Cleveden Road,Glasgow,G12 0JU,-4.307365,55.888651,,,,,
La Fiorentina,2 Paisley Road West,Glasgow,G51 1LE,-4.279751,55.853836,,,,,
La Lanterna,35 Hope Street,Glasgow,G2 6AE,-4.259536,55.859557,,,,,
La Parmigana,449 Great Western Road,Glasgow,G12 8HH,-4.280988,55.874934,,,,,
La Riviera,147 Dumbarton Road,Glasgow,G11 6PT,-4.300132,55.87047,,,,,
La Rotunda,28 Tunnel Street,Glasgow,G3 8HL,-4.283461,55.859322,,,,,
La Tasca,39 Renfield Street,Glasgow,G2 1JS,-4.257098,55.861875,,,,,
La Tasca,763 Barrhead Road,Glasgow,G53 6AG,-4.342073,55.822898,,,,,
La Vallee Blanche,360 Byres Road,Glasgow,G12 8AR,-4.290518,55.877408,,,,,
La Vita Pizzeria,161 Queen Street,Glasgow,G1 3BJ,-4.252121,55.860663,,,,,
Lady Emily Cakes,49 Westland Drive,Glasgow,G14 9PE,-4.337305,55.879917,,,,,
Lamora,1170 Argyle Street,Glasgow,G3 8TE,-4.28642,55.865621,,,,,
Langside Cafe,33 Langside Place,Glasgow,G41 3DL,-4.272459,55.826901,,,,,
Lansdowne Restaurant,7 Lansdowne Crescent,Glasgow,G20 6NQ,-4.276185,55.874538,,,,,
Las Iguanas,18 West Nile Street,Glasgow,G1 2PW,-4.254967,55.860962,,,,,
Lazarette Cafe,150 Pointhouse Place,Glasgow,G3 8RS,-4.268697,55.86017,,,,,
Le Bistro Beaumartin,161 Hope Street,Glasgow,G2 2UQ,-4.258531,55.862334,,,,,
Leonardo And Co,283 Sauchiehall Street,Glasgow,G2 3HQ,-4.263947,55.865326,,,,,
Light Bite,17 Sinclair Drive,Glasgow,G42 9PR,-4.266867,55.826564,,,,,
Lily's,103 Ingram Street,Glasgow,G1 1DX,-4.245656,55.859397,,,,,
Linda's Lunchbox,420 Old Shettleston Road,Glasgow,G32 7JZ,-4.16989,55.852417,,,,,
Lindens Catering,226 South Street,Glasgow,G11 6JY,-4.328072,55.870987,,,,,
Little Botanica,741 Pollokshaws Road,Glasgow,G41 2AA,-4.270716,55.835902,,,,,
Little Italy,205 Byres Road,Glasgow,G12 8TN,-4.29507,55.874348,,,,,
Little Roma Cafe,16 Norby Road,Glasgow,G11 7BN,-4.323825,55.876145,,,,,
Little SoHo Jordanhill Bar Pizzeria,512 Crow Road,Glasgow,G13 1NU,-4.325679,55.883894,,,,,
Living Room,150 St Vincent Street,Glasgow,G2 5NE,-4.258872,55.861888,,,,,
Locavore,66 Nithsdale Road,Glasgow,G41 2AN,-4.271241,55.836953,,,,,
Loch Fyne Shellfish Bar,192 London Road,Glasgow,G40 1PB,-4.238478,55.854064,,,,,
Lodge Knightswood No.1445,40 Priory Road,Glasgow,G13 2SZ,-4.337332,55.894988,,,,,
Log Cabin Restaurant,32 Bredisholm Road,Glasgow,G69 7HL,-4.10582,55.850295,,,,,
Lola And Livvy's,245 Argyle Street,Glasgow,G2 8DL,-4.258365,55.858383,,,,,
London Road Social Club,1524 London Road,Glasgow,G31 4QA,-4.194612,55.844591,,,,,
Loon Fung,417 Sauchiehall Street,Glasgow,G2 3LG,-4.269064,55.865924,,,,,
Lord Hope Cafe,139 St James Road,Glasgow,G4 0LY,-4.255641,55.866893,,,,,
Lord Todd Amenity Centre,11 Weaver Street,Glasgow,G4 0RD,-4.238014,55.863222,,,,,
Lucky 7,166 Bath Street,Glasgow,G2 4TB,-4.260932,55.864609,,,,,
Luigi's,1044 Pollokshaws Road,Glasgow,G41 3EB,-4.279512,55.831471,,,,,
Luv Cafe,1121 Govan Road,Glasgow,G51 4RX,-4.329605,55.864011,,,,,
Lychee Oriental,59 Mitchell Street,Glasgow,G1 3LN,-4.256295,55.859338,,,,,
Mabel Mckinlay Tearoom (Glasgow Royal Infirmary),16 Alexandra Parade,Glasgow,G31 2ER,-4.232265,55.865249,,,,,
Mac Snacks,95 Spiersbridge Lane,Glasgow,G46 8AJ,-4.326339,55.801896,,,,,
MacPhees,2234 Paisley Road West,Glasgow,G52 3SJ,-4.358337,55.846018,,,,,
MacPhee's Sandwich Bar And Deli,1288 Paisley Road West,Glasgow,G52 1DB,-4.324414,55.84776,,,,,
Mac's Cafe,45 Harland Street,Glasgow,G14 0AT,-4.349091,55.87651,,,,,
Maggie May,60 Trongate,Glasgow,G1 5EP,-4.245757,55.857275,,,,,
Maggie's Cosy Cottage,29 Buchanan Street,Glasgow,G69 6DY,-4.11148,55.850962,,,,,
Magic Bean Sports Cafe,10 Dougrie Road,Glasgow,G45 9AH,-4.236396,55.806136,,,,,
Magic Grill,1341 Dumbarton Road,Glasgow,G14 9UZ,-4.343177,55.875742,,,,,
Malaga Tapas,213 St Andrews Road,Glasgow,G41 1PD,-4.274624,55.845663,,,,,
Mama's Rasoi,82 Howard Street,Glasgow,G1 4EE,-4.254687,55.856401,,,,,
Mamma Mia,14 Castlemilk Arcade,Glasgow,G45 9AA,-4.235119,55.806689,,,,,
Manhattan's Bar and Diner,231 St Andrews Road,Glasgow,G41 1PD,-4.274624,55.845663,,,,,
Mansion House,20 Glassford Street,Glasgow,,-4.24909007,55.85818028,,,,,
Marions Coffee Shop,254 Gallowgate,Glasgow,G4 0TS,-4.236938,55.855063,,,,,
Martha's,142 St Vincent Street,Glasgow,G2 5LA,-4.25852,55.861876,,,,,
Masala Twist,194 Byres Road,Glasgow,G12 8SN,-4.293818,55.874803,,,,,
Masala Twist,261 Hope Street,Glasgow,G2 3PS,-4.257465,55.864906,,,,,
Massimo,57 Elmbank Street,Glasgow,G2 4PQ,-4.268436,55.865576,,,,,
Master Sun's Hotpot,87 Cambridge Street,Glasgow,G3 6RU,-4.259871,55.866965,,,,,
McCune Smith,3 Duke Street,Glasgow,G4 0UL,-4.238776,55.86035,,,,,
McDonalds,47 Castlemilk Arcade,Glasgow,G45 9UB,-4.233907,55.805867,1,,,,
McDonalds,10 Westhorn Drive,Glasgow,G32 8YX,-4.169764,55.835838,1,1,American,Fast Food,
McDonalds,101 Sauchiehall Street,Glasgow,G2 3DD,-4.256815,55.864442,1,1,American,Fast Food,
McDonalds,1325 Springburn Road,Glasgow,G21 1UU,-4.232683,55.89286,1,1,American,Fast Food,
McDonalds,17 Monument Drive,Glasgow,G33 1AD,-4.186996,55.890984,1,1,American,Fast Food,
McDonalds,30 Crow Road,Glasgow,G11 7RY,-4.312117,55.872286,1,1,American,Fast Food,
McDonalds,1200 Maryhill Road,Glasgow,G20 9BA,-4.284475,55.886939,1,1,American,Fast Food,
McDonalds,800 Westerhouse Road,Glasgow,G34 9PE,-4.119997,55.86888,1,1,American,Fast Food,
McDonalds,3 Darnley Mains Road,Glasgow,G53 7RH,-4.340714,55.805056,1,1,American,Fast Food,
McDonalds,209 Argyle Street,Glasgow,G1 4QD,-4.257719,55.857981,1,1,American,Fast Food,
McDonald's,530 Helen Street,Glasgow,G51 3HR,-4.32041,55.852671,1,1,American,Fast Food,
McDonalds Bakers,71 Union Street,Glasgow,G1 3TA,-4.257374,55.860297,1,1,American,Fast Food,
McDonalds Bakers,140 Sauchiehall Street,Glasgow,G2 3DH,-4.258023,55.865157,1,1,American,Fast Food,
McDonalds Restaurant,1300 Duke Street,Glasgow,G31 4EB,-4.199841,55.853449,1,1,American,Fast Food,
McDonalds Restaurants Ltd,1841 Great Western Road,Glasgow,G13 2UX,-4.329529,55.891307,1,1,American,Fast Food,
Meat Bar,142 West Regent Street,Glasgow,G2 2RQ,-4.259858,55.86373,3,3,American,Scottish,
Mediterraneo,159 Ingram Street,Glasgow,G1 1DW,-4.247372,55.85951,4,3,Italian,Pub/Bar,Pizza
Mercado,17 Bell Street,Glasgow,G1 1NU,-4.245371,55.858333,2,2,Pub/Bar,,
Metropolitan,5 Candleriggs,Glasgow,,-4.245728,55.858291,4,3,Pub/Bar,,
Mia Roma,302 Sauchiehall Street,Glasgow,G2 3JA,-4.263684,55.865763,2,3,Italian,,
Mings,48 Buchanan Street,Glasgow,G1 3JN,-4.253456,55.859156,3,3,Oriental,,
Mitchells,107 Waterside Road,Glasgow,G76 9DU,-4.23462,55.79159,4,4,Scottish,Seafood,
Mother India,28 Westminster Terrace,Glasgow,G3 7RU,-4.283345,55.865256,2,3,Indian,,
Mr India,11 Hyndland Street,Glasgow,G11 5QE,-4.30288,55.871255,2,3,Indian,,
Mr Singh's India,149 Elderslie Street,Glasgow,G3 7AW,-4.276005,55.865724,3,3,Scottish,Indian,
Mussel Inn,157 Hope Street,Glasgow,G2 2UQ,-4.258531,55.862334,2,2,Seafood,,
N Y Slice,369 Sauchiehall Street,Glasgow,G2 3HU,-4.267293,55.865696,2,2,American,Pizza,
Nachos Mexican Restaurant,15 Skirving Street,Glasgow,G41 3AB,-4.280532,55.829798,2,2,Exotic,,
Nanakusa,441 Sauchiehall Street,Glasgow,G2 3LG,-4.269064,55.865924,4,3,Oriental,,
Nandos,763 Barrhead Road,Glasgow,,-4.242509842,55.85779953,3,2,European,,
Nando's,53 St Enoch Square,Glasgow,G1 4DH,-4.255956,55.857349,3,2,European,,
Nando's,263 Sauchiehall Street,Glasgow,G2 3EZ,-4.262562,55.865145,3,2,European,,
Nando's,3 Springfield Quay,Glasgow,G5 8NP,-4.274804,55.855303,3,2,European,,
Nando's Chickenland Ltd,725 Provan Walk,Glasgow,G34 9DY,-4.138074,55.871218,3,2,European,,
Nardini's,215 Byres Road,Glasgow,G12 8UD,-4.294404,55.87499,3,3,Italian,,
Neelim,1590 Dumbarton Road,Glasgow,G14 9DB,-4.352911,55.880194,1,2,Indian,,
New Anand Restaurant,76 Nithsdale Road,Glasgow,G41 2AN,-4.271241,55.836953,2,3,Oriental,,
New City Palace,92 Sauchiehall Street,Glasgow,G2 3DE,-4.256359,55.864846,2,3,Oriental,,
New Pearl Of India,1019 Cathcart Road,Glasgow,G42 9XJ,-4.259091,55.827659,3,3,Indian,,
Nick's Italian Kitchen Bar and Grill3,168 Hyndland Road,Glasgow,G12 9HZ,-4.306379,55.876348,3,3,Italian,,
Nippon Kitchen,91 West George Street,Glasgow,G2 1PB,-4.255654,55.862055,4,4,Oriental,,
No16,16 Byres Road,Glasgow,G11 5JY,-4.298849,55.870674,4,3,Scottish,,
Nur Restaurant,22 Bridge Street,Glasgow,G5 9HR,-4.25881,55.853935,4,4,Exotic,,
O Sole Mio,36 Bath Street,Glasgow,G2 1HE,-4.259844,55.861438,3,4,Italian,Pizza,
Oko Express,80 Queen Street,Glasgow,G1 3DN,-4.25159,55.859487,2,3,Oriental,Seafood,
Old Salty's,1126 Argyle Street,Glasgow,G3 8TD,-4.284857,55.865138,3,3,Chip Shop,,
One Ten Bar And Grill/Marks Hotel Kitchen,114 Bath Street,Glasgow,G2 2EN,-4.258163,55.864264,4,3,Scottish,,
One Up/29@Royal Exchange Square,29 Royal Exchange Square,Glasgow,G1 3AJ,-4.252971,55.859875,2,2,Pub/Bar,American,
Opium,191 Hope Street,Glasgow,G2 2UL,-4.258109,55.863061,3,3,Oriental,,
Oran-Mor,731 Great Western Road,Glasgow,G12 8QX,-4.289157,55.87738,4,3,Pub/Bar,Scottish,
Oriental West,609 Great Western Road,Glasgow,G12 8HX,-4.285399,55.876263,2,2,Oriental,Fast Food,
Orion Way,3 Drumhead Place,Glasgow,G32 8EY,-4.174951,55.832052,2,2,Pub/Bar,,
Pancho Villa's,26 Bell Street,Glasgow,G1 1LG,-4.245398,55.857964,3,3,Vegetarian/Vegan,Exotic,Pub/Bar
Panda,3 Springfield Quay,Glasgow,G5 8NP,-4.274804,55.855303,2,2,Oriental,,
Panevino,1075 Argyle Street,Glasgow,G3 8LZ,-4.2832,55.864144,3,3,Italian,,
Papa Tony's,4 Springfield Quay,Glasgow,G5 8NP,-4.274804,55.855303,4,4,Italian,,
Paradise (Persian) Restaurant,411 Great Western Road,Glasgow,G4 9JA,-4.278692,55.874221,3,3,Exotic,,
Pelican Bar-Bistro,1377 Argyle Street,Glasgow,G3 8AF,-4.29177,55.867723,3,4,Scottish,Seafood,
Piazza Italia,15 John Street,Glasgow,G1 1HP,-4.248133,55.860233,3,3,Italian,Pizza,
Piccolo Mondo,344 Argyle Street,Glasgow,G2 8LY,-4.261711,55.859031,4,4,Scottish,,
Pinto,140 Queen Street,Glasgow,G1 3BX,-4.251413,55.860299,3,3,Exotic,,
Pizza Express,20 Provan Walk,Glasgow,G34 9DL,-4.136909,55.872982,2,2,Pizza,,
Pizza Express,151 Queen Street,Glasgow,G1 3BJ,-4.252121,55.860663,2,2,Pizza,,
Pizza Express,436 Sauchiehall Street,Glasgow,G2 3JD,-4.26621,55.86604,2,2,Pizza,,
Pizza Express,48 Buchanan Street,Glasgow,G1 3JN,-4.253456,55.859156,2,2,Pizza,,
Pizza Hut,380 Helen Street,Glasgow,G51 3AD,-4.319128,55.853684,2,2,Pizza,,
Pizza Hut,881 Gallowgate,Glasgow,G31 4BW,-4.212689,55.85489,2,2,Pizza,,
Pizza Hut,2 Allerdyce Court,Glasgow,G15 6SA,-4.376618,55.902864,2,2,Pizza,,
Pizza Hut,735 Provan Walk,Glasgow,G34 9DY,-4.138074,55.871218,2,2,Pizza,,
Pizza Hut,85 West George Street,Glasgow,G2 1QG,-4.254805,55.862016,2,2,Pizza,,
Pizza Hut,763 Barrhead Road,Glasgow,G53 6AG,-4.342073,55.822898,2,2,Pizza,,
Pizza Hut (uk) Ltd,203 Argyle Street,Glasgow,G2 8BU,-4.256445,55.858068,2,2,Pizza,,
Prezzo,35 St Vincent Place,Glasgow,G1 2ER,-4.25373,55.86085,2,3,Italian,,
Prezzo,30 Provan Walk,Glasgow,G34 9DL,-4.136909,55.872982,3,3,Italian,,
Prezzo,763 Barrhead Road,Glasgow,G53 6AG,-4.342073,55.822898,3,3,Italian,,
Pulcinella,167 Hope Street,Glasgow,G2 2UQ,-4.258531,55.862334,3,3,Italian,,
Qua,68 Ingram Street,Glasgow,G1 1EX,-4.243602,55.859525,3,3,Italian,Pizza,
Rawalpindi,321 Sauchiehall Street,Glasgow,G2 3HW,-4.265169,55.865457,2,2,Indian,,
Red Onion,257 West Campbell Street,Glasgow,G2 4SQ,-4.261148,55.864192,3,3,Scottish,,
Restaurant Bar And Grill,48 Buchanan Street,Glasgow,G1 3JN,-4.253456,55.859156,5,5,Scottish,,
Rhubarb,122 Nithsdale Road,Glasgow,G41 5RB,-4.275057,55.83913,3,4,Scottish,,
Rishi's Indian Aroma,61 Bath Street,Glasgow,G2 2DG,-4.256948,55.863694,2,2,Indian,,
Roastit Bubbly Jock,450 Dumbarton Road,Glasgow,G11 6SE,-4.311576,55.870984,3,3,Scottish,,
Rock Lobster,35 Virginia Street,Glasgow,G1 1TN,-4.250545,55.858544,2,3,Italian,Seafood,
Roma Restaurant,46 Bath Street,Glasgow,,-4.25574678,55.86376405,3,2,Italian,,
Rowan Restaurant,2 Haghill Road,Glasgow,G31 3SR,-4.202495,55.858569,3,3,Pub/Bar,,
Rumour's,21 Bath Street,Glasgow,G2 1HY,-4.254032,55.863307,2,3,Oriental,,
Rustica,16 Grantlea Terrace,Glasgow,G32 9JN,-4.144555,55.846696,3,3,Pizza,,
