BusinessName,AddressLine2,AddressLine3,PostCode,Longitude,Latitude,Cost,Quality,Food Type 1,Food Type 2,Food Type 3
Sapori D'Italia,1102 Cathcart Road,Glasgow,G42 9EG,-4.257464,55.825496,2,4,Italian,,
Sapporo Teppanyaki,6 Ingram Street,Glasgow,G1 1EZ,-4.242543,55.859445,3,3,Oriental,Seafood,
Sarti,133 Wellington Street,Glasgow,G2 2XD,-4.259517,55.863907,3,3,Italian,,
Sarti,121 Bath Street,Glasgow,G2 2SZ,-4.259457,55.863971,3,3,Italian,,
Seewoo Restaurant,29 Saracen Street,Glasgow,G22 5HT,-4.25528,55.879308,2,4,Exotic,Oriental,Seafood
Shanghai Shuffle,256 Bath Street,Glasgow,G2 4JW,-4.265885,55.86512,3,4,Indian,,
Shenaz,17 Granville Street,Glasgow,G3 7EE,-4.274049,55.865077,2,2,Indian,,
Shezan Restaurant,1098 Cathcart Road,Glasgow,G42 9XW,-4.258258,55.826524,2,2,Indian,,
Shilla,1138 Argyle Street,Glasgow,G3 8TD,-4.284857,55.865138,2,2,Oriental,,
Shimla Pinks,769 Pollokshaws Road,Glasgow,G41 2AX,-4.271722,55.835345,2,2,Indian,,
Shish Mahal Restaurant,68 Park Road,Glasgow,G4 9JF,-4.279412,55.87313,4,4,Indian,,
Singh's Little India,71 Kilmarnock Road,Glasgow,G41 3YR,-4.282917,55.828531,3,3,Indian,,
Singl-End,263 Renfrew Street,Glasgow,G3 6TT,-4.268176,55.866588,2,2,Italian,,
Snack Shack,Netherton Road,Glasgow,,-4.330985,55.898888,1,1,Chip Shop,,
Soho On Miller Street,86 Miller Street,Glasgow,G1 1DT,-4.250551,55.8592,3,3,Italian,Pizza,
Sparkle Horse,16 Dowanhill Street,Glasgow,G11 5QS,-4.300353,55.87123,2,2,Pub/Bar,,
Spice Fusion,224 Main Street,Glasgow,G69 6AG,-4.106486,55.851974,3,2,Indian,,
Spice Garden,11 Clyde Place,Glasgow,G5 8AA,-4.252818,55.845414,2,2,Indian,,
Spice Of Life,61 Kilmarnock Road,Glasgow,G41 3YR,-4.282917,55.828531,2,2,Indian,,
Spice Of The City,48 Oswald Street,Glasgow,,-4.25973192,55.85772,2,2,Indian,Fast Food,
Springfield Quay Harvester,6 Springfield Quay,Glasgow,G5 8NP,-4.274804,55.855303,3,3,Scottish,,
Spuntini,201 Byres Road,Glasgow,G12 8TN,-4.29507,55.874348,3,4,Italian,,
Square Yard,29 Stevenson Street,Glasgow,G40 2SS,-4.237649,55.854654,3,3,American,,
Steam Punk Cafe,18 Renfield Street,Glasgow,G2 5AA,-4.256092,55.861067,2,3,European,American,Pub/Bar
Stereo,28 Renfield Lane,Glasgow,,-4.25662816,55.86155176,2,2,Vegetarian/Vegan,,
Sticky Fingers,130 Blochairn Road,Glasgow,G21 2DU,-4.213723,55.869143,3,3,American,,
Strata,45 Queen Street,Glasgow,G1 3EF,-4.252808,55.858718,3,3,Pub/Bar,,
Stravaigin,30 Gibson Street,Glasgow,G12 8NX,-4.282193,55.872575,5,5,Pub/Bar,Scottish,
Sun City,836 Mosspark Drive,Glasgow,,-4.34387598,55.84143677,1,1,Oriental,Fast Food,
Sun Hei,526 Kilmarnock Road,Glasgow,G43 2BL,-4.291852,55.8135,1,1,Oriental,Fast Food,
Sweet and Spice,2 Inverlochy Crescent,Glasgow,G33 5ES,-4.161188,55.877654,1,1,Indian,Fast Food,
T.G.I. Friday,113 Buchanan Street,Glasgow,G1 3HF,-4.254819,55.860066,5,4,American,,
Taco Mazama,263 Byres Road,Glasgow,G12 8TL,-4.293342,55.875953,2,2,Exotic,Fast Food,
TGI Fridays,50 Provan Walk,Glasgow,G34 9DL,-4.136909,55.872982,5,4,American,,
Thai Fountain,27 Newton Place,Glasgow,G3 7PY,-4.273338,55.866582,3,3,Oriental,,
Thai Lemongrass,24 Renfrew Street,Glasgow,G2 3BW,-4.254791,55.865369,3,3,Oriental,,
Thai Orchid,336 Argyle Street,Glasgow,G2 8LY,-4.261711,55.859031,3,3,Oriental,,
Thai Siam Restaurant,1191 Argyle Street,Glasgow,G3 8TQ,-4.287011,55.865358,3,3,Oriental,,
Thairiffic,303 Sauchiehall Street,Glasgow,G2 3HQ,-4.263947,55.865326,3,3,Oriental,,
The Arches,253 Argyle Street,Glasgow,G2 8DL,-4.258365,55.858383,3,4,Pub/Bar,,
The Asmaan Restaurant,22 Bath Street,Glasgow,G2 1HB,-4.253975,55.863703,2,2,Indian,,
The Baby Grand,3 Elmbank Gardens,Glasgow,G2 4NQ,-4.270439,55.865108,3,3,Scottish,,
The Bank,443 Clarkston Road,Glasgow,G44 3LL,-4.270326,55.810583,2,2,Scottish,,
The Bean Bank,102 Main Street,Glasgow,G69 6AE,-4.109489,55.850484,1,2,Chip Shop,,
The Blue Chair,85 High Street,Glasgow,G1 1NB,-4.242655,55.858068,2,3,Scottish,American,
The Bothy,11 Ruthven Lane,Glasgow,G12 9BG,-4.295154,55.875506,4,4,Scottish,,
The Brooklyn Cafe,21 Minard Road,Glasgow,G41 2HR,-4.279491,55.83166,2,3,American,Italian,
The Butchers Shop,1055 Sauchiehall Street,Glasgow,G3 7UD,-4.289369,55.86686,4,4,Scottish,,
The Butterfly And The Pig,2 Partick Bridge Street,Glasgow,G11 6PL,-4.299887,55.869846,3,3,Scottish,,
The Calabash,57 Union Street,Glasgow,G1 3RB,-4.257325,55.859184,3,3,Exotic,,
The Chinese Kitchen,140 Sauchiehall Street,Glasgow,G2 3DH,-4.258023,55.865157,2,2,Oriental,,
The Chip Shop,1 Scottish Exhibition Centre,Glasgow,G3 8YW,-4.288154,55.86087,2,1,Chip Shop,,
The Copper Pot,424 Paisley Road West,Glasgow,G51 1BE,-4.297558,55.851788,2,1,Chip Shop,,
The Corinthian,191 Ingram Street,Glasgow,G1 1DQ,-4.250462,55.859606,5,5,Scottish,Pub/Bar,
The Dhabba,44 Candleriggs,Glasgow,G1 1LD,-4.245418,55.857757,3,3,Indian,,
The Ferry,Anderston Quay,Glasgow,,-4.272767,55.856774,3,4,Scottish,,
The Flying Haggis,176 Saracen Street,Glasgow,G22 5EP,-4.253988,55.882666,1,2,Scottish,American,
The Gannet,1155 Argyle Street,Glasgow,G3 8TB,-4.285222,55.864816,5,4,Scottish,,
The Glasgow Curry Shop,21 Ashton Lane,Glasgow,G12 8SJ,-4.292992,55.87463,2,2,Indian,,
The Greek Golden Kebab Rest.,34 Sinclair Drive,Glasgow,G42 9QE,-4.267575,55.82638,2,3,European,,
The Grill On The Corner,23 Bothwell Street,Glasgow,G2 6NL,-4.259995,55.86086,4,4,Scottish,,
The Hanoi Bike Shop,8 Ruthven Lane,Glasgow,G12 9BG,-4.295154,55.875506,2,3,Oriental,,
The Hill,94 Byres Road,Glasgow,G12 8TB,-4.295826,55.873085,3,3,European,,
The Italian Caffee Enoteca,92 Albion Street,Glasgow,G1 1NY,-4.243579,55.858573,3,3,Italian,,
The Leven Valley,7 Allerdyce Court,Glasgow,,-4.376204,55.902954,2,3,Pub/Bar,,
The Manchurian,494 Dumbarton Road,Glasgow,G11 6SL,-4.313494,55.870984,2,3,Oriental,Seafood,
The Melting Pot,1206 Shettleston Road,Glasgow,G32 7PG,-4.165839,55.851401,1,1,American,,
The Monkey Bar,100 Bath Street,Glasgow,G2 2EN,-4.258163,55.864264,2,2,American,,
The New York Kitchen,562 Dumbarton Road,Glasgow,G11 6RH,-4.31597,55.870955,3,3,American,,
The Pines,210 Crookston Road,Glasgow,G52 3NF,-4.365228,55.840331,2,2,Pub/Bar,,
The Plum Tree,6 Wilson Street,Glasgow,G1 1SS,-4.24667,55.858687,3,2,Scottish,,
The Rogano,11 Exchange Place,Glasgow,G1 3AN,-4.253746,55.860022,5,5,Scottish,,
The Sisters Kelvingrove,36 Kelvingrove Street,Glasgow,G3 7RZ,-4.283588,55.865844,5,5,Scottish,,
The Sisters Restaurant,1 Ashwood Gardens,Glasgow,G13 1NU,-4.325679,55.883894,5,5,Scottish,,
The Wee Curry Shop,41 Byres Road,Glasgow,G11 5RG,-4.298699,55.871387,3,4,Indian,Scottish,
The Western Club,32 Royal Exchange Square,Glasgow,G1 3AB,-4.252561,55.86052,5,4,European,Scottish,
Tibo,443 Duke Street,Glasgow,G31 2LD,-4.221018,55.858883,3,3,Scottish,,
Tickled Trout,878 Boclair Road,Glasgow,G62 6EP,-4.286158,55.926417,3,3,Scottish,Pub/Bar,
Tiffany's,33 Glassford Street,Glasgow,G1 1UG,-4.249347,55.858566,4,3,Scottish,,
Tiki Bar And Kitsch Inn,214 Bath Street,Glasgow,,-4.26368412,55.86469403,3,3,Exotic,,
Tinto Tapas Bar,138 Battlefield Road,Glasgow,G42 9JT,-4.265146,55.826083,2,3,European,Vegetarian/Vegan,
Tivoli Restaurant,39 Stockwell Street,Glasgow,G1 4RZ,-4.249198,55.856816,1,2,Chip Shop,,
Toni Macaroni,10 Byres Road,Glasgow,G11 5JY,-4.298849,55.870674,2,3,Italian,,
Tony Macaroni,17 John Street,Glasgow,,-4.24776116,55.86029304,2,3,Italian,,
Tony Macaroni,133 West George Street,Glasgow,G2 2JJ,-4.257551,55.862244,2,3,Italian,,
Tony Macaroni Too,142 Dumbarton Road,Glasgow,G11 6XE,-4.29999,55.870769,2,3,Italian,,
Torres Restaurant,327 Sauchiehall Street,Glasgow,G2 3HW,-4.265169,55.865457,2,2,European,,
Trans Euro Cafe,25 Parnie Street,Glasgow,G1 5RJ,-4.245404,55.85614,3,2,Scottish,,
Trattoria Gia,17 King Street,Glasgow,G1 5QZ,-4.246222,55.856745,2,2,Italian,,
Tribeca,102 Dumbarton Road,Glasgow,G11 6NX,-4.297868,55.870297,4,3,Exotic,,
Tropeiro,363 Argyle Street,Glasgow,G2 8LT,-4.263572,55.85862,4,3,Exotic,,
Two Fat Ladies,118 Blythswood Street,Glasgow,G2 4EG,-4.261981,55.863961,5,4,Scottish,,
Two Fat Ladies,88 Dumbarton Road,Glasgow,G11 6NX,-4.297868,55.870297,5,4,Scottish,,
Two Fat Ladies (Buttery) Ltd,654 Argyle Street,Glasgow,G3 8UF,-4.27229,55.860688,5,4,Scottish,,
Ubiquitous Chip,26 Ashton Lane,Glasgow,G12 8SJ,-4.292992,55.87463,4,4,Scottish,,
Una Storia,35 Ashton Lane,Glasgow,G12 8SJ,-4.292992,55.87463,3,3,Italian,,
University Cafe,87 Byres Road,Glasgow,G11 5HN,-4.297794,55.872033,1,1,Scottish,,
Up On The Hill,2 Eagle Street,Glasgow,G4 9XA,-4.254236,55.875652,2,2,Italian,American,
Urban Bar And Brasserie,25 St Vincent Place,Glasgow,G1 2DT,-4.253106,55.860825,5,4,American,Italian,Scottish
Velvet Appetite,69 West Nile Street,Glasgow,G1 2QB,-4.255136,55.862487,3,3,American,,
Verona,88 West Regent Street,Glasgow,G2 2TU,-4.257352,55.863506,3,4,Italian,,
Villa Toscana,1080 Argyle Street,Glasgow,G3 8LY,-4.283491,55.864741,3,3,Italian,,
Village Curry House,129 Nelson Street,Glasgow,,-4.261463,55.85304,2,3,Indian,,
Viva,75 Bothwell Street,Glasgow,G2 6TS,-4.261475,55.861031,3,3,Italian,,
Viva Brazil,87 Bothwell Street,Glasgow,,-4.2620194,55.86133182,4,3,Exotic,,
Vodka Wodka,31 Ashton Lane,Glasgow,G12 8SJ,-4.292992,55.87463,2,2,Italian,American,
Wagamama,97 West George Street,Glasgow,G2 1PB,-4.255654,55.862055,3,3,Oriental,,
Wagamama,763 Barrhead Road,Glasgow,G53 6AG,-4.342073,55.822898,3,3,Oriental,,
Wee Curry Shop,7 Buccleuch Street,Glasgow,G3 6SJ,-4.260136,55.86714,3,4,Indian,Scottish,
Wee Lochan,340 Crow Road,Glasgow,G11 7HT,-4.32221,55.878009,4,3,Scottish,,
West Bar,15 Binnie Place,Glasgow,G40 1AW,-4.234176,55.8515,2,2,Pub/Bar,,
Willow Tea Rooms,97 Buchanan Street,Glasgow,G1 3HF,-4.254819,55.860066,2,3,Scottish,,
Windows Restaurant,44 West George Street,Glasgow,,-4.25322682,55.86195588,3,4,European,,
Wishbones,31 High Street,Glasgow,G1 1LX,-4.243279,55.857527,2,1,American,,
Wok To Walk,304 Sauchiehall Street,Glasgow,G2 3JA,-4.263684,55.865763,1,2,Oriental,Fast Food,
Wong Express,920 Maryhill Road,Glasgow,G20 7TA,-4.280196,55.884044,3,3,Oriental,,
Wudon,535 Great Western Road,Glasgow,G12 8HN,-4.282973,55.875517,2,3,Seafood,Oriental,
Yarrows Cafe,1915 Dumbarton Road,Glasgow,G14 0YS,-4.364388,55.882769,1,1,Chip Shop,,
Yellow Bird Cafe,39 Paisley Road West,Glasgow,G51 1LG,-4.28068,55.853325,1,1,Chip Shop,,
Yen,28 Tunnel Street,Glasgow,G3 8HL,-4.283461,55.859322,3,3,Oriental,,
Yo Sushi,21 Buchanan Street,Glasgow,G1 3HL,-4.254903,55.859309,2,2,Seafood,,
Yo! Sushi,763 Barrhead Road,Glasgow,G53 6AG,-4.342073,55.822898,2,2,Seafood,,
Zebra Cafe,34 Queen Street,Glasgow,G1 3DX,-4.251911,55.858681,3,3,Pub/Bar,,
Zizzi,31 Royal Exchange Square,Glasgow,G1 3AJ,-4.252971,55.859875,3,4,Italian,,
Zizzi,8 Cresswell Lane,Glasgow,G12 8AA,-4.292252,55.875911,3,4,Italian,,
Zizzi,48 Buchanan Street,Glasgow,,-4.25452799,55.859396,3,4,Italian,,
Zorba,25 High Street,Glasgow,G1 1LX,-4.243279,55.857527,2,3,European,,
